what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1504428018668
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504428019110
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1504428021041
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1504428022090
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428026689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428033884
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428033901
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504428034333
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1504428037955
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1504428039438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428044760
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428067649
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428073953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428077385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428081920
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428086349
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1504428101102
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1504428105244
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428107590
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1504428108005
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1504428115208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428115239
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504428115581
