what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1504425705001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1504425705293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425707354
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1504425708966
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425710814
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425716664
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1504425719388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425721261
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425725763
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1504425742006
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504425742447
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425743391
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1504425743427
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1504425743713
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425745835
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1504425751900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425752996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425755535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425774416
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425774457
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504425775351
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504425775393
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1504425794475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425801788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425817350
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425817479
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504425817609
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1504425821101
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1504425823024
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425826413
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425833252
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1504425866258
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425867906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425872989
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1504425916415
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425918959
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1504425924097
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425924135
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1504425945048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425948151
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504425949233
opened,editor,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.jspeditor.CRJSPEditor",1504425949384
activated,editor,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.jspeditor.CRJSPEditor",1504425949438
