what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504413857298
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504413858534
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1504413858541
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504413877650
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504413877693
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1504413881191
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1504413904342
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504413905233
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504413906463
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1504413906472
opened,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1504413948236
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1504413948266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504413965510
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1504413968260
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504413968365
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504413968414
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.navigate.openResource",1504413968439
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1504413980451
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1504413992599
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1504413992776
